qid,questions,intention,answer
672,商米V1s我使用的APP没有声音提示,question,"1. 测试其他APP是否有声音提示，如果只是某个APP没有提示音，其他APP可正常使用，请尝试卸载该APP重新安装。
2.连续按下多次机具侧面的音量加键调高音量，并将音量模式选择为“全部”。如果音量仍然没有提高尝试重启机具观察是否恢复正常。
3. 不要屏蔽App通知：点击设置->提示音和通知->通知->应用通知->相应APP->屏蔽，看看是不是开启了屏蔽功能，如果开启，关闭即可。"
673,商米V1s插入流量卡、物联卡无法联网怎么处理？,question,"1. 确认使用SIM卡能被正常识别（显示有网络信号），没有存在欠费的问题。如果不能识别SIM卡，请关机，检查SIM放置的方向正确，可以重新插拔一下SIM卡，或者更换其他SIM卡试试。
2. 在开机状态，从屏幕顶部下滑，在快捷开关中点选(运营商名称)将""移动数据网络""开关开启。
3. 在屏幕上方出现3G信号图示但是不能联网，请开机后进入 设置->更多->移动网络->接入点名称(APN)；如果此页面显示空白，将无法正常连接网络。
点击右上角(+)号输入APN名称、接入点名称、MCC、MNC等选项，保存后勾选设置，稍等片刻再试试。注意：APN的设置数据需要根据流量卡供应商提供的数据设置。
常见流量卡的APN设置：
一般联通卡的接入点名称是【3gnet】，移动卡的接入点名称是【cmnet】；
另外，联通物联卡有多种APN，建议根据卡提供方数据选择或填写：
1) 名称：联通公网NJ, APN:unim2m.njm2mapn; mcc:460, mnc:06  
2) 名称：联通公网GZ, APN:unim2m.gzm2mapn; mcc:460, mnc:06  
3) 名称：联通公网BJ, APN:unim2m.bjm2mapn; mcc:460, mnc:06  
4) 名称：联通普通3G, APN:3gnet; 
5) 名称：special apn, APN:cmiot, mcc:460, mnc:04
如果完成以上设置，仍有问题，而且出现不能联网的是物联卡，需要检查物联卡有没有设置离机锁卡；如果被锁卡则需要重新激活后才能使用。（可以放入其他联通卡到设备来判断机器有没有问题。）"
674,商米V1s搜不到指定的WiFi，但是用手机可以搜索到 ,question,V1s硬件仅支持2.4Ghz的WiFi网络，不支持5Ghz，请确认WiFi网络是否使用2.4Ghz频段广播。
675,商米V1s连接WiFi提示网络连接失败；WiFi连接后不能上网,question,"一、检查系统版本，操作步骤：点击 设置->关于设备，查看版本号，版本号是1.4.16 或 1.0.6版本，需要升级系统最新版本可优化WiFi连接问题；请提供SN给商米400或技术支持，安排OTA升级；
OTA升级推送成功后，请在机器桌面找到 系统更新，检查更新，第一次更新到1.0.6版本，安装成功重启后，请在桌面找到 设置->备份和重置，执行一次恢复出厂设置；
在机器桌面找到 系统更新，检查更新，再次检查更新，升级到1.0.9版本；

二、如果检查已是1.0.9以上的系统版本，仍然遇到WiFi不能连接问题，请尝试以下方法：
1.收银设备能搜索到WiFi网络，一般代表无线网卡硬件正常，大概率属于网络配置问题，尝试重新启动机具，试试是否恢复正常；
2. 如果屏幕上方的WiFi图标显示已连接，但是无法上网，可在收银机桌面点击 设置->硬件管家->测试网络是否通畅，点击“开始测试”查看网络测试结果是否良好，判断是否网络不稳定或网络不通导致的问题；
同时使用其他设备连接同一WiFi网络，如果其他设备能够联网，继续下一步排查；
如果其他设备也不能联网，请检查无线路由器的设置以及联系宽带的服务商排查网络问题；
3. 可能是网络缓存数据有问题，在收银机桌面点击 设置->更多设置，选择“重置网络设置”；完成后再打开 设置->硬件管家->测试网络是否恢复正常；
4. 可能属于无线路由器或宽带网络问题，尝试切换其他无线网络或手机开热点连接，测试是否WiFi的网络问题。如果能够连接其他WiFi热点代表设备硬件没问题，请继续下一步排查；
5.可能是周围的WiFi信号互有干扰，建议重启路由器，如果问题仍然存在，可能需要修改路由器的无线配置（例如WiFi信道选择1-11，WiFi加密方式改WPA2,WPA等试试)。"
676,商米V1s系统提示“无法连接到相机，请确保已关闭会使用相机或闪光灯的应用程序。,question,恢复出厂设置，如果问题仍然存在请联系售后处理。
677,商米V1s开机一直出现“com.android.phone”停止运行，按确认会重启，进不了系统,question,尝试长按电源键11秒强制重启设备，如果问题仍然存在请联系售后处理。
678,商米V1s开机黑屏，出现提示：未知错误，请重启,question,尝试重启看问题是否可以修复，如果问题仍然存在请联系售后处理。
679,商米V1s开机黑屏，出现英文提示：Select Boot Mode,question,"原因：开机时按下电源键的同时不小心按住""音量加""按键将会进入工程模式。
解决方案：按“音量加”选择将光标指向到[Normal Boot]，按下""音量减""按键确认，机具将会正常进入系统机具将会正常进入系统。
如果不小心选择了其他选项，可以长按电源键13秒强制重启退出。（或者参考下图将机器电池连接线拔出，重新插回去再开机。）"
680,商米V1s屏幕一直亮着，自动亮屏，耗电快,question,"请尝试以下方法：
1.检查 设置->显示->休眠 设置里的屏幕休眠时间是否调成永久常亮了，修改为“1分钟”即可。 
2. 某些应用控制屏幕的唤醒，可能会出现屏幕持续常亮问题，“比如手电筒功能”。请确认问题是什么时候发现的？最近做了什么操作？更新或安装了应用和系统？可尝试卸载刚刚安装的应用，重启机器试试。
3. 如以上方法无法解决问题，可恢复出厂设置解决问题。"
681,商米V1s为什么喇叭声音没有V1响？,question,V1s喇叭功率对比V1小一些，因此对比声音会有所降低。
682,商米V1s我使用的APP不能打印，怎么办？,question,"请尝试以下方法：
打开硬件管家->立即体检->辅助检测->打印机->测试打印效果，看下是否能打印。
1.如果硬件管家测试打印功能正常，代表打印机没故障，应该属于应用的打印设置未设置好打印机，或者应用不支持打印。
 如果业务APP通过蓝牙调用打印机，可参考以下步骤设置：
 1)在桌面上找到""设置""->""蓝牙""->开启蓝牙开关。
 2)回到桌面，打开需要打印票据的业务APP，找到打印设置，点击连接或添加打印机，选择“innerPrinter”，并确认该设备已连接“innerPrinter”，完成。
2.如果仍然未能打印，可尝试在设置->应用程序管理->选择该应用""清除数据”，重新启动再试。"
683,商米V1s打印内容空白，怎么处理？,question,请检查纸卷方向是否放反，热敏打印纸区分正反面的，若装反了会没有字显示的。
684,商米V1s打印不走纸或打印很慢，怎么处理？ ,question,"打开硬件管家->打印机->测试打印效果，看下是否能打印。如果硬件管家测试打印功能正常，代表打印机没故障，是应用的打印设置未设置好打印机，或者应用不支持打印。
如果硬件管家测试打印也不走纸，请检查：
1.检查打印舱盖是否完全关闭；
2.检查打印纸卷是否松散或纸卷太大，将打印纸正确放入纸仓，并拉出部分纸至切刀外，盖好纸仓盖，再试；
3.检查打印压纸滚轴是否有损坏；小心取出再压紧。
4长按电源键选择关机，然后再长按电源键开机。
5.如以上方法无法解决问题，请联系售后维修处理。"
685,商米V1s打印变淡、打印模糊、打印字体不清晰 ,question,"首先打印测试页查看打印出来的内容是否清楚： 点击 硬件管家->打印机->测试。
 结果分两种情况：
 a.打印出来是左右均匀，内容不清晰：
 1)升级系统到最新的版本。
 2)打印出来的字迹模糊，可能是热敏头污损了，用棉签沾酒精擦拭一下，看能不能改善。
 3)进入 设置 -> 打印-> 打印浓度 将数值调高一点可以改善打印清晰度。
 4)请检查打印纸是否受热受潮，更换一卷新的品质好的小票纸，看是否解决问题。
 b.打印左右不均匀，一边清晰，一边模糊：
 1)请掀开打印盖板，检查打印压纸滚轴是否有杂物覆盖，小心取出清理后再压紧。如果仍然压不紧或者有损坏，需要购买滚轴零配件更换。
 2)打印出来的字迹模糊，可能是热敏头污损了，用棉签沾酒精擦拭一下，看能不能改善。
 3)尝试按压数次打印陶瓷片的位置(背面有三个弹簧），再打印试试。
 4)如果问题仍然存在，请联系售后维修处理。
"
686,商米V1s打印机有打印纸的情况下出现“打印纸未准备好”的警报是什么原因导致的？,question,"确认机器已放入58mm热敏打印纸，打印机舱盖已盖紧的情况出现此提示；
“打印纸未准备好”在正常情况下就是纸张传感器没有探测到纸而上报的缺纸状态。如果状态在有放纸的情况下一直持续，那就是通讯出现了问题或者硬件损坏。
检查方法就是进入硬件管家查看打印机的版本号和序列号是否正常，如果显示不对那就是通讯出现问题，需要完全关机（不是重启）后重开机；
如果显示正确那就可能是硬件损坏需要返修。"
